LineOfBusiness,BudgetGroup,BudgetLine,D1,D2,D3,D4,D5,D6,D7,Status,FranchiseNo,FranchiseName,FinancialYear,FinancialMonth,CalendarYear,CalendarMonth,CalendarPeriod,CalendarStartDate,CalendarEndDate,MACH_SERIAL_No,InvoiceDate,InvoiceNo,InvoiceOrderNo,InvoiceVersionNo,InvoiceLineNo,AttachedToSerialNo,CustomerAccount,CustomerBillAccount,CustomerName,BillTitle,BillToCustomer,BillAddress1,BillAddress2,BillAddress3,PostCode,TypeOfSale,PickingNo,DeliveryMode,ShipDate,ShipAccNo,ShipName,ShipTitle,ShipBuilding,ShipStreetNo,ShipStreetName,ShipSuburb,CustomerOrderRef,UserID,Comment1,Comment2,Comment3,ProfitGroup,ProfitGroupDescription,ProfitCentre,ProfitCentreDescription,CustomerCategory,CustomerPurchaseHold,ApplyTo,StockItem,WarehouseCode,WarehouseDescription,Warehouse,SalesmanCode,SalesmanName,DepartmentCode,DepartmentName,ReleasedBy,GRNNo,ManualRefNo,ReasonCode,ReasonCodeDescription,CreditController,CreditControllerName,Branch,UnitOfMeasure,Chargable,Serialized,InsComm,EngineerCode,EngineerNo,EngineerName,Content,ContentSubType,ProductType,ProductTypeDescription,ProductCode,ProductCodeDescription,ProductCategory,ProductCategoryDescription,ProductRank,ProductSubtype,ProductSupplier,NashuaProd,MachineStatus,MachineCondition,TradeInSerialNo,SettlementValue,Segment,SegmentDescription,InvoiceType,StockQuantitiesIssued,QTYOrdered,QTYPicked,QtyBackOrder,UnitPrice,UnitCost,QTY,DiscAccountNo,DiscPcnt,DiscountValue,TaxPercentage,CostPrice,SellingPrice,Margin,TaxValue,LineTotal,Rundate
Business Infrastructure,MFP,Mono,Business Infrastructure       ,Hardware                      ,MFP                           ,Machine                       ,Mono                          ,,,SellOut,UPP,NASHUA UPINGTON,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,W918PA01125,2019-06-28 00:00:00.000,88120,40752,1,1,,900043,900043,QUINCE CAPITAL (PTY) LTD,,QUINCE CAPITAL (PTY) LTD,P O BOX 897,,HALFWAY HOUSE,1685,Cash,0,Not Applicable,1900-01-01 00:00:00.000,900043,QUINCE CAPITAL (PTY) LTD,,WOODMEAD NORTH OFFICE PARK,54,MAXWELL DRIVE,WOODMEAD,CARLEM BELEGGINGS,ANINE,,,,999,Unknown,BNK,DISCOUNTING BANKS,N,Quince Capital,0,N,999,None,999_None,100,SALES,100,SALES,ANINE,0,0,0,,BNK,R C & C FINANCE,1,EA,,Y,0.0,,0,,MFP,Machine,CMND,MFP MACHINE NASHUA DIGITAL,MP301SPFH1,30PPM MFP,Non,None,,,,Y,Sold,Blank,,0.0,KCPM2,BW Segment 2(20-39),Invoice Only,0,1,1,0,33213.34,0.0,0.0,0,0,0.0,15,0.0,33213.34,33213.34,4982.0,38195.34,2019-07-09 05:56:07.560
Business Infrastructure,Consumables,Mono,Business Infrastructure       ,Annuity                       ,Consumable                    ,Other                         ,Toner                         ,,Mono                          ,SellOut,UPP,NASHUA UPINGTON,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-20 00:00:00.000,88021,40617,1,1,,0,0,SA POST OFFICE,,SA POST OFFICE,SAPO BLDG,HOOF STREET,VANWYKSVLEI,0,Incl Cons Sale,25091,Truck,2019-06-20 00:00:00.000,0,SA POST OFFICE,,SAPO BLDG,,HOOF STREET,VANWYKSVLEI,JJ KAARSTENS,MARLIB,,,M/R BLK 89233,999,Unknown,999,Unknown,,,0,Y,1,MAIN WAREHOUSE,001_MAIN WAREHOUSE,402,SUPPIES N/C TONERS,400,SUPPLIES,MARLIB,0,0,0,,,,1,EA,,N,0.0,,0,,Consumables,Toner,ZTNM,CONSUMABLE TONER NASHUA MFP,T1270D,"TON-V4499000724,Yld7000",Non,None,A,TON,,Y,Sold,Blank,,0.0,BCON,B&W Consumables,Incl Cons Sale,1,1,1,0,0.0,360.0,1.0,0,0,0.0,15,360.0,0.0,-360.0,0.0,0.0,2019-07-09 05:56:07.560
Business Infrastructure,Consumables,Mono,Business Infrastructure       ,Annuity                       ,Consumable                    ,Other                         ,Toner                         ,,Mono                          ,SellOut,UPP,NASHUA UPINGTON,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-14 00:00:00.000,87242,40519,1,1,,18814,18814,NABA LODGE CC,,NABA LODGE CC,1 TIPTOL ROAD,KEIDEBEES,UPINGTON,8800,Incl Cons Sale,25051,Truck,2019-06-14 00:00:00.000,18814,NABA LODGE CC,,,1,TIPTOL ROAD,UPINGTON,MEV.,ANINE,,,M/R BLK 61080,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,Y,1,MAIN WAREHOUSE,001_MAIN WAREHOUSE,402,SUPPIES N/C TONERS,400,SUPPLIES,ANINE,0,0,0,,UP3,ANINE STEENKAMP 054-3311915,1,EA,,N,0.0,,0,,Consumables,Toner,ZTNM,CONSUMABLE TONER NASHUA MFP,T1270D,"TON-W3058902397,Yld7000",Non,None,A,TON,,Y,Sold,Blank,,0.0,BCON,B&W Consumables,Incl Cons Sale,1,1,1,0,0.0,360.0,1.0,0,0,0.0,15,360.0,0.0,-360.0,0.0,0.0,2019-07-09 05:56:07.560
Business Infrastructure,Consumables,Colour,Business Infrastructure       ,Annuity                       ,Consumable                    ,Other                         ,Toner                         ,,Colour                        ,SellOut,UPP,NASHUA UPINGTON,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-03 00:00:00.000,87146,40406,1,6,,14531,14531,NASHUA KIMBERLEY,,NASHUA KIMBERLEY,P O BOX 1324,,KIMBERLEY,8300,Cash,24978,Not Applicable,2019-06-03 00:00:00.000,14531,NASHUA KIMBERLEY,,,,MEMORIAL ROAD N12 SO,KIMBERLEY,MONIQUE/HERMAN,MARLIB,,,,KMB,NASHUA KIMBERLEY,FRA,FRANCHISE ACOUNTS,0,Business Accounts,0,Y,1,MAIN WAREHOUSE,001_MAIN WAREHOUSE,402,SUPPIES N/C TONERS,400,SUPPLIES,ANINE,0,0,0,,FRA,FRANCHISE ACCOUNTS,1,EA,,N,0.0,,0,,Consumables,Toner,ZTNM,CONSUMABLE TONER NASHUA MFP,TONMPC305CY,CYAN PRINT CART: MPC305SPF,Non,None,99,TCC,,Y,Sold,Blank,,0.0,CCON,Colour Consumables,Ship & Invoice,1,1,1,0,994.0,994.0,1.0,0,0,0.0,0,994.0,994.0,0.0,0.0,994.0,2019-07-09 05:56:07.560
Business Infrastructure,Consumables,"Other (Staples, Labels, etc.)",Business Infrastructure       ,Annuity                       ,Consumable                    ,Other                         ,,,,SellOut,UPP,NASHUA UPINGTON,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-05 00:00:00.000,87163,40442,1,1,,15595,15595,VELA LANGE PRIMERE SKOOL,,VELA LANGE PRIMERE SKOOL,P O BOX 397,,UPINGTON,8800,Incl Cons Sale,24992,Truck,2019-06-05 00:00:00.000,15595,VELA LANGE PRIMERE SKOOL,,,,PABALELLO,UPINGTON,JESSICA,MARLIB,,,M/R BLK 2970559,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,Y,1,MAIN WAREHOUSE,001_MAIN WAREHOUSE,402,SUPPIES N/C TONERS,400,SUPPLIES,ANINE,0,0,0,,SCH,ANINE STENEKAMP,1,EA,,N,0.0,,0,,Consumables,Priport,ZVNI,CONS PRIPORT NAS PP INK,PI1250,"TON-N8320170075,Yld14400",Non,None,A,TON,,Y,Sold,Blank,,0.0,PRIP,Priports,Incl Cons Sale,4,4,4,0,0.0,159.0,4.0,0,0,0.0,15,636.0,0.0,-636.0,0.0,0.0,2019-07-09 05:56:07.560
Smart Solutions,Smart Solutions,Surveilance,Smart Solutions               ,Hardware                      ,Surveillance                  ,,,,,SellOut,UPP,NASHUA UPINGTON,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,D03997961,2019-06-18 00:00:00.000,87253,40477,1,4,C90116866,21502,900043,QUINCE CAPITAL (PTY) LTD,,QUINCE CAPITAL (PTY) LTD,P O BOX 897,,HALFWAY HOUSE,1685,Rental,25026,,2019-06-10 00:00:00.000,21502,OPSTAAN SOUTWERKE CC,,,,PLAAS EENBEKER ASKHAM,ASKHAM,OPSTAAN SOUTWERKE CC,ANINE,,,,999,Unknown,BNK,DISCOUNTING BANKS,N,Quince Capital,0,Y,1,MAIN WAREHOUSE,001_MAIN WAREHOUSE,102,STEFAN BOTHMA,100,SALES,ANINE,0,0,0,,BNK,R C & C FINANCE,1,EA,,Y,,,0,,CCTV,Accessory,BAND,CCTV ACCESSORY NASHUA DIGITAL,2045FWDI2.8,IP BLT 4MP 2.8MM 30M IR WDR,Non,None,,,,Y,Sold,Blank,,0.0,,Blank,Dem Sale,1,1,1,0,0.0,1468.94,1.0,900043,0,0.0,15,1468.94,0.0,-1468.94,0.0,0.0,2019-07-09 05:56:07.560
,,,Non-Core                      ,Annuity                       ,Non-Stock Charge              ,,,,,SellOut,UPP,NASHUA UPINGTON,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-28 00:00:00.000,88130,40761,1,5,,17855,17855,DEPARTMENT OF HEALTH,,DEPARTMENT OF HEALTH,PRIVATE BAG X 5900,,UPINGTON,8800,Cash,0,Not Applicable,2019-06-28 00:00:00.000,17855,DEPARTMENT OF HEALTH,,,,SCHRODER STREET,UPINGTON,INTEREST,UPPPROCESS,Interest Charged at 15.50%,,,GOV,GOVERNMENT ACCOUNTS,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,200,SERVICE,200,SERVICE,,0,0,0,,UP3,ANINE STEENKAMP 054-3311915,1,EA,,N,0.0,,0,,Non-Stock Charges,INTEREST,*,CHARGES - INVOICE ONLY,INTEREST,Refer Invoice # 085417,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Invoice Only,0,1,1,0,1.43,0.0,,0,0,0.0,0,0.0,1.43,1.43,0.0,1.43,2019-07-09 05:56:07.560
Business Infrastructure,Consumables,Mono,Business Infrastructure       ,Annuity                       ,Consumable                    ,Other                         ,Toner                         ,,Mono                          ,SellOut,UPP,NASHUA UPINGTON,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-18 00:00:00.000,87261,40540,1,1,,0,0,GRIEKWALAND WES KORPERATIEF,,GRIEKWALAND WES KORPERATIEF,GROBLERS - MARKETING,TBA,GROBLERSHOOP,0,Incl Cons Sale,25064,Truck,2019-06-18 00:00:00.000,0,GRIEKWALAND WES KORPERATIEF,,GROBLERS - MARKETING,,TBA,GROBLERSHOOP,GERALDINE,MARLIB,CUSTOMER REQUESTED SPARE TONER,,M/R BLK 11285,999,Unknown,999,Unknown,,,0,Y,1,MAIN WAREHOUSE,001_MAIN WAREHOUSE,402,SUPPIES N/C TONERS,400,SUPPLIES,MARLIB,0,0,0,,,,1,EA,,N,0.0,,0,,Consumables,Toner,ZTNM,CONSUMABLE TONER NASHUA MFP,TONMP301EN,"TON-W917P501114,Yld8000",Non,None,,TON,,Y,Sold,Blank,,0.0,BCON,B&W Consumables,Incl Cons Sale,1,1,1,0,0.0,436.0,1.0,0,0,0.0,15,436.0,0.0,-436.0,0.0,0.0,2019-07-09 05:56:07.560
,,,Non-Core                      ,Annuity                       ,Non-Stock Charge              ,,,,,SellOut,UPP,NASHUA UPINGTON,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-28 00:00:00.000,88133,40764,1,12,,18812,18812,ANADIA JORDAAN,PLAAS CHICK,ANADIA JORDAAN,POSTNET SUITE 150,PRIVATE BAG X 5879,UPINGTON,8800,Cash,0,Not Applicable,2019-06-28 00:00:00.000,18812,PLAAS CHICK,PLAAS CHICK,,11,2ND AVENUE OOSTERVILLE,UPINGTON,INTEREST,UPPPROCESS,Interest Charged at 15.50%,,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,200,SERVICE,200,SERVICE,,0,0,0,,UP3,ANINE STEENKAMP 054-3311915,1,EA,,N,0.0,,0,,Non-Stock Charges,INTEREST,*,CHARGES - INVOICE ONLY,INTEREST,Refer Invoice # 085566,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Invoice Only,0,1,1,0,29.69,0.0,,0,0,0.0,0,0.0,29.69,29.69,0.0,29.69,2019-07-09 05:56:07.560
,,,Non-Core                      ,Annuity                       ,Non-Stock Charge              ,,,,,SellOut,UPP,NASHUA UPINGTON,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,4CCCQ004555,2019-06-28 00:00:00.000,88103,40732,1,1,,15595,15595,VELA LANGE PRIMERE SKOOL,,VELA LANGE PRIMERE SKOOL,P O BOX 397,,UPINGTON,8800,Cash,0,,2019-06-28 00:00:00.000,15595,VELA LANGE PRIMERE SKOOL,,,,PABALLELLO,UPINGTON,KX-TES824SA,ANINE,CR - CONTRACT CANCELLED,,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,88059,N,999,None,999_None,100,SALES,100,SALES,EDWIN,290619,0,200,,SCH,ANINE STENEKAMP,1,EA,,N,0.0,,0,,Non-Stock Charges,MTRRENT,*,CHARGES - INVOICE ONLY,MTRRENT,RENTAL JUNE,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Credit Note,0,-1,-1,0,4734.69,0.0,,0,0,0.0,15,0.0,-4734.69,-4734.69,-710.2,-5444.89,2019-07-09 05:56:07.560
Business Infrastructure,Consumables,"Other (Staples, Labels, etc.)",Business Infrastructure       ,Annuity                       ,Consumable                    ,Other                         ,Toner                         ,Laser Cartridge               ,,SellOut,UPP,NASHUA UPINGTON,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-10 00:00:00.000,87201,40476,1,1,,14540,14540,UPINGTON CASH SALE ONLY,,UPINGTON CASH SALE ONLY,P O BOX 2473,,UPINGTON,8800,Cash,25023,Truck,2019-06-10 00:00:00.000,14540,WAVENEYS TRADING PTY LTD,,,28,KORT STREET,UPINGTON,EUNICE PIDDLES,ANINE,073 1093192,,,999,Unknown,CSH,CASH ACCOUNTS,0,Business Accounts,0,Y,1,MAIN WAREHOUSE,001_MAIN WAREHOUSE,422,MARLI BEKKER,400,SUPPLIES,ANINE,0,0,0,,BUS,BUSINESS ACCOUNTS,1,EA,,N,,,0,,Consumables,Toner,ZTOL,CONSUMABLE TONER NON-NAS LASER,CLTM404S,SAMSUNG C430/480 MAGENTA TONER,OTH,OTHER,,TCM,,Y,Sold,GRNed,,0.0,CONS,Consumables,Ship & Invoice,1,1,1,0,870.0,489.0,1.0,0,0,0.0,15,489.0,870.0,381.0,130.5,1000.5,2019-07-09 05:56:07.560
,,,Business Infrastructure       ,Annuity                       ,Non-Stock Charge              ,,,,,SellOut,UPP,NASHUA UPINGTON,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-26 00:00:00.000,88055,40657,1,2,,15595,15595,VELA LANGE PRIMERE SKOOL,,VELA LANGE PRIMERE SKOOL,P O BOX 397,,UPINGTON,8800,Cash,0,,2019-06-26 00:00:00.000,15595,VELA LANGE PRIMERE SKOOL,,,,PABALLELLO,UPINGTON,DX2330CN,ANINE,,,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,100,SALES,100,SALES,ANINE,0,0,0,,SCH,ANINE STENEKAMP,1,EA,,N,0.0,,0,,Non-Stock Charges,CENTS ADJ,*,CHARGES - INVOICE ONLY,CENTS ADJ,CENTS ADJUSTMENT,Non,None,,,,Y,Sold,Pgm Generated,,0.0,,Blank,Invoice Only,0,-1,-1,0,0.09,0.0,,0,0,0.0,0,0.0,-0.09,-0.09,0.0,-0.09,2019-07-09 05:56:07.560
Business Infrastructure,MFP,Colour,Business Infrastructure       ,Hardware                      ,MFP-Ink and Laser Printer     ,Machine                       ,Colour                        ,,,SellOut,UPP,NASHUA UPINGTON,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,CN91MJX07Q,2019-06-28 00:00:00.000,88095,40726,1,1,,900043,900043,QUINCE CAPITAL (PTY) LTD,,QUINCE CAPITAL (PTY) LTD,P O BOX 897,,HALFWAY HOUSE,1685,Cash,0,Not Applicable,1900-01-01 00:00:00.000,900043,QUINCE CAPITAL (PTY) LTD,,WOODMEAD NORTH OFFICE PARK,54,MAXWELL DRIVE,WOODMEAD,KAI GARIB MUNICIPALITY,ANINE,,,,999,Unknown,BNK,DISCOUNTING BANKS,N,Quince Capital,0,N,999,None,999_None,100,SALES,100,SALES,ANINE,0,0,0,,BNK,R C & C FINANCE,1,EA,,Y,0.0,,0,,MFP,Machine,CMHD,MFP MACHINE HP DIGITAL,D3Q20B,HP PageWide Pro MFP 477dw,Non,None,,,,Y,Sold,Blank,,0.0,CCPM4,Col Seg 4 (30-49),Invoice Only,0,1,1,0,198088.24,0.0,0.0,0,0,0.0,15,0.0,198088.24,198088.24,29713.24,227801.48,2019-07-09 05:56:07.560
Business Infrastructure,Consumables,Mono,Business Infrastructure       ,Annuity                       ,Consumable                    ,Other                         ,Toner                         ,,Mono                          ,SellOut,UPP,NASHUA UPINGTON,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-03 00:00:00.000,87146,40406,1,2,,14531,14531,NASHUA KIMBERLEY,,NASHUA KIMBERLEY,P O BOX 1324,,KIMBERLEY,8300,Cash,24978,Not Applicable,2019-06-03 00:00:00.000,14531,NASHUA KIMBERLEY,,,,MEMORIAL ROAD N12 SO,KIMBERLEY,MONIQUE/HERMAN,MARLIB,,,,KMB,NASHUA KIMBERLEY,FRA,FRANCHISE ACOUNTS,0,Business Accounts,0,Y,1,MAIN WAREHOUSE,001_MAIN WAREHOUSE,402,SUPPIES N/C TONERS,400,SUPPLIES,ANINE,0,0,0,,FRA,FRANCHISE ACCOUNTS,1,EA,,N,0.0,,0,,Consumables,Toner,ZTNM,CONSUMABLE TONER NASHUA MFP,TONMPC2503B,BLACK PRINT CART:MPC2503,Non,None,,TON,,Y,Sold,Blank,,0.0,BCON,B&W Consumables,Ship & Invoice,2,2,2,0,777.0,777.0,2.0,0,0,0.0,0,1554.0,1554.0,0.0,0.0,1554.0,2019-07-09 05:56:07.560
,,,Smart Solutions               ,Annuity                       ,Non-Stock Charge              ,,,,,SellOut,UPP,NASHUA UPINGTON,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-07 00:00:00.000,87194,40428,1,1,,14668,14668,WALKER'S MIDAS,,WALKER'S MIDAS,P O BOX 335,,UPINGTON,8800,Pro-Forma Inv.Only,0,,2019-06-07 00:00:00.000,14668,SILVERTON,,,1,KOOPERASIE STREET,UPINGTON,SILVERTON,ANINE,2 X 18WAY POWERSUPPLY SUPPLY,AND INSTALL,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,200,SERVICE,200,SERVICE,ANINE,0,20,0,,UP3,ANINE STEENKAMP 054-3311915,1,EA,,N,0.0,,0,,Non-Stock Charges,SMART C/OUT,*,CHARGES - INVOICE ONLY,SMART C/OUT,SMART SOLUTIONS CALL OUT,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Invoice Only,0,1,1,0,6500.0,0.0,,0,0,0.0,15,0.0,6500.0,6500.0,975.0,7475.0,2019-07-09 05:56:07.560
,,,Non-Core                      ,Annuity                       ,Non-Stock Charge              ,,,,,SellOut,UPP,NASHUA UPINGTON,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,V4408605969,2019-06-28 00:00:00.000,88102,40731,1,1,,15595,15595,VELA LANGE PRIMERE SKOOL,,VELA LANGE PRIMERE SKOOL,P O BOX 397,,UPINGTON,8800,Cash,0,,2019-06-28 00:00:00.000,15595,VELA LANGE PRIMERE SKOOL,,,,PABALLELLO,UPINGTON,MP171SPFCHN,ANINE,CR - CONTRACT CANCELLED,,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,88058,N,999,None,999_None,100,SALES,100,SALES,EDWIN,290619,0,200,,SCH,ANINE STENEKAMP,1,EA,,N,0.0,,0,,Non-Stock Charges,MTRRENT,*,CHARGES - INVOICE ONLY,MTRRENT,RENTAL JUNE,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Credit Note,0,-1,-1,0,4802.08,0.0,,0,0,0.0,15,0.0,-4802.08,-4802.08,-720.31,-5522.39,2019-07-09 05:56:07.560
Business Infrastructure,Parts,Parts,Business Infrastructure       ,Annuity                       ,Part                          ,,,,,SellOut,UPP,NASHUA UPINGTON,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-04 00:00:00.000,87160,40437,1,1,,20997,20997,UPP - SPARES MJ HAYES,,UPP - SPARES MJ HAYES,P O BOX 2473,,UPINGTON,8800,Cash,24990,Truck,2019-06-04 00:00:00.000,20997,UPP - SPARES MJ HAYES,,,28,KORT STREET,UPINGTON,W792P801723,GERALDINE,EFFIECIENT WEALTH,,,999,Unknown,INH,INHOUSE ACCOUNTS,6,Nashua In-House,0,Y,2,SPARES W/H,002_SPARES W/H,200,SERVICE,200,SERVICE,GERALDINE,0,0,0,,INH,INHOUSE,1,EA,,N,,UPP,40,MJ HAYES,Parts,Copiers,SC,NASHUA SPARES - COPIERS,B0392730,P/END SENSOR P/FEED AF1015/18,Non,None,CI,,,Y,Sold,Blank,,0.0,PART,Parts,Ship & Invoice,1,1,1,0,0.0,55.88,1.0,0,0,0.0,15,55.88,0.0,-55.88,0.0,0.0,2019-07-09 05:56:07.560
Business Infrastructure,Consumables,"Other (Staples, Labels, etc.)",Business Infrastructure       ,Annuity                       ,Consumable                    ,Other                         ,,,,SellOut,UPP,NASHUA UPINGTON,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-03 00:00:00.000,87146,40406,1,22,,14531,14531,NASHUA KIMBERLEY,,NASHUA KIMBERLEY,P O BOX 1324,,KIMBERLEY,8300,Cash,24978,Not Applicable,2019-06-03 00:00:00.000,14531,NASHUA KIMBERLEY,,,,MEMORIAL ROAD N12 SO,KIMBERLEY,MONIQUE/HERMAN,MARLIB,,,,KMB,NASHUA KIMBERLEY,FRA,FRANCHISE ACOUNTS,0,Business Accounts,0,Y,1,MAIN WAREHOUSE,001_MAIN WAREHOUSE,402,SUPPIES N/C TONERS,400,SUPPLIES,ANINE,0,0,0,,FRA,FRANCHISE ACCOUNTS,1,EA,,N,0.0,,0,,Consumables,Priport,ZVNI,CONS PRIPORT NAS PP INK,PIDX2330BLS,BLK INK DX2330/2430 MODEL TT3,Non,None,A,TON,,Y,Sold,Blank,,0.0,PRIP,Priports,Ship & Invoice,25,25,25,0,151.0,151.0,25.0,0,0,0.0,0,3775.0,3775.0,0.0,0.0,3775.0,2019-07-09 05:56:07.560
,,,Non-Core                      ,Annuity                       ,Non-Stock Charge              ,,,,,SellOut,UPP,NASHUA UPINGTON,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-13 00:00:00.000,87237,40512,1,1,,14528,14528,CJJ BUSNESS SOLUTION PTY LTD,,CJJ BUSNESS SOLUTION PTY LTD,P O BOX 687,,VREDENDAL,8160,Inter-Fra Sale/Billing,0,,1900-01-01 00:00:00.000,14528,CJJ BUSNESS SOLUTION PTY LTD,,,24,VOORTREKKER STREET,VREDENDAL,DSR TO PAY,DSRINVSRV3,FOR MACHINES IN UPP AREA,THAT ARE OWNED BY NWE,,NWE,NASHUA NOORDWESTE,FRA,FRANCHISE ACOUNTS,0,Business Accounts,0,N,999,None,999_None,202,INSTALLATION COMM,200,SERVICE,DSRINVSRV3,0,0,0,,FRA,FRANCHISE ACCOUNTS,1,EA,,N,0.0,,0,,Non-Stock Charges,DSRCHARGE,*,CHARGES - INVOICE ONLY,DSRCHARGE,DSR:NWE prior 2019/06/12,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Invoice Only,0,1,1,0,849.63,0.0,,0,0,0.0,15,0.0,849.63,849.63,127.44,977.07,2019-07-09 05:56:07.560
Business Infrastructure,Consumables,Mono,Business Infrastructure       ,Annuity                       ,Consumable                    ,Other                         ,Toner                         ,Laser Cartridge               ,Mono                          ,SellOut,UPP,NASHUA UPINGTON,2019,P09-Jun,2019,6,2019-06-01 00:00:00.000,2019-06-01 00:00:00.000,2019-06-28 23:59:59.000,,2019-06-10 00:00:00.000,87201,40476,1,3,,14540,14540,UPINGTON CASH SALE ONLY,,UPINGTON CASH SALE ONLY,P O BOX 2473,,UPINGTON,8800,Cash,25023,Truck,2019-06-10 00:00:00.000,14540,WAVENEYS TRADING PTY LTD,,,28,KORT STREET,UPINGTON,EUNICE PIDDLES,ANINE,073 1093192,,,999,Unknown,CSH,CASH ACCOUNTS,0,Business Accounts,0,Y,1,MAIN WAREHOUSE,001_MAIN WAREHOUSE,422,MARLI BEKKER,400,SUPPLIES,ANINE,0,0,0,,BUS,BUSINESS ACCOUNTS,1,EA,,N,,,0,,Consumables,Toner,ZTCL,CONS TONER COMPATIBLE LASER,CLTK404SCOMP,SAM BLK CLT-K404S,Non,None,,TON,,Y,Sold,GRNed,,0.0,BCON,B&W Consumables,Ship & Invoice,1,1,1,0,870.0,477.0,1.0,0,0,0.0,15,477.0,870.0,393.0,130.5,1000.5,2019-07-09 05:56:07.560
