BudgetLOB,BudgetGroup,BudgetLine,d1,d2,d3,d4,d5,d6,d7,Status,FranchiseNo,FranchiseName,FinancialYear,FinancialMonth,CalendarYear,CalendarMonth,CalendarPeriod,CalendarStartDate,CalendarEndDate,MACH_SERIAL_No,InvoiceDate,InvoiceNo,InvoiceOrderNo,InvoiceVersionNo,InvoiceLineNo,AttachedToSerialNo,CustomerAccount,CustomerBillAccount,CustomerName,BillTitle,BillToCustomer,BillAddress1,BillAddress2,BillAddress3,PostCode,TypeOfSale,PickingNo,DeliveryMode,ShipDate,ShipAccNo,ShipName,ShipTitle,ShipBuilding,ShipStreetNo,ShipStreetName,ShipSuburb,CustomerOrderRef,UserID,Comment1,Comment2,Comment3,ProfitGroup,ProfitGroupDescription,ProfitCentre,ProfitCentreDescription,CustomerCategory,CustomerPurchaseHold,ApplyTo,StockItem,WarehouseCode,WarehouseDescription,Warehouse,SalesmanCode,SalesmanName,DepartmentCode,DepartmentName,ReleasedBy,GRNNo,ManualRefNo,ReasonCode,ReasonCodeDescription,CreditController,CreditControllerName,Branch,UnitOfMeasure,Chargable,Serialized,InsComm,EngineerCode,EngineerNo,EngineerName,Content,ContentSubType,ProductType,ProductTypeDescription,ProductCode,ProductCodeDescription,ProductCategory,ProductCategoryDescription,ProductRank,ProductSubtype,ProductSupplier,NashuaProd,MachineStatus,MachineCondition,TradeInSerialNo,SettlementValue,Segment,SegmentDescription,InvoiceType,StockQuantitiesIssued,QTYOrdered,QTYPicked,QtyBackOrder,UnitPrice,UnitCost,QTY,DiscAccountNo,DiscPcnt,DiscountValue,TaxPercentage,CostPrice,SellingPrice,Margin,TaxValue,LineTotal,Rundate
,,,Non-Core,Annuity,Non-Stock Charge,,,,,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,W3079200379,2020/06/12,428976,232303,1,1,,500020,500020,CLASSIC TRADING NUMBER 80 (PTY,LTD T/A NASHUA TSHWANE,CLASSIC TRADING NUMBER 80 (PTY,ATT: DONNA NEWMEN,P O BOX 9904,CENTURION,46,Cash,0,,2020/06/12,500020,GUNRET FOODS,KFC,,18,WELLINGTON STR,DURBANVILLE,18640  W3079200379,GLENDAJA,RECONFIGURED PRINTER SOFTWARE,INC1120244 / TASK0965772,FATGIEYA - 021-976 7303,TSH,NASHUA TSHWANE,FRA,FRANCHISE,0,Business Accounts,0,N,999,None,999_None,200,SERVICE,200,SERVICE,VALB,0,0,0,,FRA,VAL BLACKMAN  021-207 0107,1,EA,,N,0.0,,0,,Non-Stock Charges,CONNECTIVITY,*,CHARGES - INVOICE ONLY,CONNECTIVITY,1hr Labour @ R200/hr Excl Vat,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Invoice Only,0,1,1,0,200.0,0.0,,0,0.0,0.0,15,0.0,200.0,200.0,30.0,230.0,29:20.6
,,,Non-Core,Annuity,Non-Stock Charge,,,,,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,W918PA00873,2020/06/18,429369,232984,1,1,,10408,10408,ILSE CILLIERS STRATEGIC,COMMUNICATIONS CC,ILSE CILLIERS STRATEGIC,P O BOX 817,,DURBANVILLE,7551,Cash,0,Not Applicable,1900/01/01,10408,ILSE CILLIERS STRATEGIC,COMMUNICATIONS CC,ONZE MOLEN,17,MEELTOU STR,DURBANVILLE,W918PA00873,GLENDAJA,RECONFIGURED SCANNING SOFTWARE,INC11121842 / TASK0967176,LORRAINE 0845170806,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,200,SERVICE,200,SERVICE,GLENDAJA,0,0,0,,3,JILLIAN @ 082 723 0674,1,EA,,N,0.0,,0,,Non-Stock Charges,CONNECTIVITY,*,CHARGES - INVOICE ONLY,CONNECTIVITY,1hr Labour @ R450/hr Excl Vat,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Invoice Only,0,1,1,0,450.0,0.0,,0,0.0,0.0,15,0.0,450.0,450.0,67.5,517.5,29:20.6
ISP Services,ISP Services,PCs and Servers,ISP Services,Hardware,PC,Machine,,,,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,R90VVSSJ,2020/06/30,429928,228391,1,3,,502162,502162,PORTLAND PRIMARY SCHOOOL,,PORTLAND PRIMARY SCHOOOL,WESPOORT AVE,PORTLAND,MITCHELL'S PLAIN,7789,Select A Serial #,133774,,2020/05/06,502162,PORTLAND PRIMARY SCHOOOL,,,,KUNENE WAY PORTLAND,MITCHELL'S PLAIN,PORTLAND PRIMARY SCHOOL,MARGAUX,,,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,Y,1,MAIN W/H,001_MAIN W/H,111,NATHAN BOOIS,100,OA SALES (OA01),MARGAUX,0,0,0,,3,JILLIAN @ 082 723 0674,1,EA,,Y,,,0,,Non_Nashua,Machine,OMOX,OTHER MACHINE NON-NASHUA ALL,LENOVO V130,LEN V130-15 CPUI3-70204GB 1TB,Non,None,None,,,N,Sold,Blank,,0.0,,,Dem Sale,1,1,1,0,0.0,5999.0,1.0,0,0.0,0.0,15,5999.0,0.0,-5999.0,0.0,0.0,29:20.6
ISP Services,ISP Services,PCs and Servers,ISP Services,Hardware,PC,Machine,,,,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,R90VVT1D,2020/06/30,429923,228390,1,3,,502162,502162,PORTLAND PRIMARY SCHOOOL,,PORTLAND PRIMARY SCHOOOL,WESPOORT AVE,PORTLAND,MITCHELL'S PLAIN,7789,Select A Serial #,133773,,2020/05/06,502162,PORTLAND PRIMARY SCHOOOL,,,,KUNENE STR PORTLAND,MITCHELL'S PLAIN,PORTLAND PRIMARY SCHOOL,MARGAUX,,,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,Y,1,MAIN W/H,001_MAIN W/H,111,NATHAN BOOIS,100,OA SALES (OA01),MARGAUX,0,0,0,,3,JILLIAN @ 082 723 0674,1,EA,,Y,,,0,,Non_Nashua,Machine,OMOX,OTHER MACHINE NON-NASHUA ALL,LENOVO V130,LEN V130-15 CPUI3-70204GB 1TB,Non,None,None,,,N,Sold,Blank,,0.0,,,Dem Sale,1,1,1,0,0.0,5999.0,1.0,0,0.0,0.0,15,5999.0,0.0,-5999.0,0.0,0.0,29:20.6
Business Infrastructure,Accessories,Accessories,Business Infrastructure,Hardware,MFP,Accessory,,,,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/17,429351,232939,1,2,W795P601375,999992,999992,TYG - WAREHOUSE ACCOUNT,,TYG - WAREHOUSE ACCOUNT,P O BOX 6238,,TYGERVALLEY,7536,Cash,0,Not Applicable,1900/01/01,999992,PERISHABLE PRODUCTS EXPORT,,1FL BLK B CENTURION CL,119,GERHARD STR,CENTURION,6892,HEATHER,MACHINE COLLECTED &,SCRAPPED.  COPY OF SERIAL,PLATE RETURNED,999,Unknown,INH,INHOUSE ACCOUNTS,6,Nashua In-House,6892,Y,4,WORKSHOP,004_WORKSHOP,900,WAREHOUSE,900,WAREHOUSE,HEATHER,6892,6892,74,,INH,INHOUSE ACCOUNTS,1,EA,,N,0.0,,0,,MFP,Accessory,CANO,MFP ACCESSORY NASHUA OTHER,CRPB305HB,CREDENZA FOR MPC305SPF,Non,None,,,,Y,Sold,Blank,,0.0,CCPM4,Col Seg 4 (30-49),Goods Returned,-1,-1,-1,0,0.0,0.0,-1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,29:20.6
Business Infrastructure,Consumables,Colour,Business Infrastructure,Annuity,Consumable,Other,Toner,,Colour,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,3109R111388,2020/06/03,428711,232125,1,2,,502044,502044,BELMET MARINE (PTY) LTD,,BELMET MARINE (PTY) LTD,P O BOX 397,,BELLVILLE,7535,Incl Cons Sale,134242,Truck,2020/06/03,502044,BELMET MARINE (PTY) LTD,,SEC BLNDG: RECEPTION,,ATOMIC STR,TRIANGLE FARM,KARIN 074 6081982,JUANITAMO,,,M/R BLK 219272 COL 63594,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,Y,5,CONSUMABLES,005_CONSUMABLES,200,SERVICE,200,SERVICE,JILLIAN,0,0,0,,3,JILLIAN @ 082 723 0674,1,EA,,N,0.0,,0,,Consumables,Toner,ZTNM,CONSUMABLE TONER NASHUA MFP,TONIMC3500M,"TCM-3109R111388,Yld19000",Non,None,,TCM,,Y,Sold,Blank,,0.0,CCON,Colour Consumables,Incl Cons Sale,1,1,1,0,0.0,2888.0,1.0,0,0.0,0.0,15,2888.0,0.0,-2888.0,0.0,0.0,29:20.6
,,,Business Infrastructure,Annuity,Copy Charges,,,,,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,E175MC30881,2020/06/11,428926,232490,1,2,,11429,11429,FEEDEM GROUP (PTY) LTD,,FEEDEM GROUP (PTY) LTD,P O BOX 13345,,N1 CITY,7463,Cash,0,Not Applicable,1900/01/01,11429,FEEDEM GROUP (PTY) LTD,,,19,BLYTHWOOD DR/LE SUEUR AVE,PLATTEKLOOF,CLOSING COPIES,NATEESHA,LAST BILLED:B)320153 C)527886,CLOSING READ:B)320761 C)528407,MPC4503SPH1B E175MC30881,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,200,SERVICE,200,SERVICE,NATEESHA,0,0,0,,3,JILLIAN @ 082 723 0674,1,EA,,N,0.0,,0,,Non-Stock Charges,MTRCC,*,CHARGES - INVOICE ONLY,MTRCC,521 COLOR COPIES @ 1.1368,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Invoice Only,0,1,1,0,592.27,0.0,,0,0.0,0.0,15,0.0,592.27,592.27,88.84,681.11,29:20.6
,,,Business Infrastructure,Annuity,Copy Charges,,,,,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,E204RC61078,2020/06/26,429786,233494,1,1,,501766,501766,BIMBO QSR HOLDINGS SA (PTY),LTD,BIMBO QSR HOLDINGS SA (PTY),11 MILL RD,,BELLVILLE SOUTH,7530,Cash,0,Not Applicable,1900/01/01,501766,BIMBO QSR HOLDINGS SA,LTD,,11,MILL RD,BELLVILLE SOUTH,E204RC61078 LOAN,NATEESHA,LAST BILLED:B)60941 C)32168,END METER: B)65748 C) 32876,MPC2003SPGYB E204RC61078,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,200,SERVICE,200,SERVICE,NATEESHA,0,0,0,,3,JILLIAN @ 082 723 0674,1,EA,,N,0.0,,0,,Non-Stock Charges,MTRCC,*,CHARGES - INVOICE ONLY,MTRCC,4807 BLACK COPIES @ 0.01111,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Invoice Only,0,1,1,0,534.05,0.0,,0,0.0,0.0,15,0.0,534.05,534.05,80.11,614.16,29:20.6
,,,Business Infrastructure,Annuity,Copy Charges,,,,,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,S7214200099,2020/06/23,429664,233312,1,2,,501347,501347,WALTS MALTING (PTY) LTD,,WALTS MALTING (PTY) LTD,SUITE 256,PRIVATE BAG X22,TYGERVALLEY,7536,Cash,0,Not Applicable,1900/01/01,501347,WALTS MALTING (PTY) LTD,,UNITS 67-68 MEGA PARK,,PETER BARLOW STR,BELLVILLE,CLOSING COPIES,NATEESHA,LAST BILLED: B)219804 C)57638,CLOSING READ: B)220130 C)57910,MPC300B S7214200099,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,200,SERVICE,200,SERVICE,NATEESHA,0,0,0,,3,JILLIAN @ 082 723 0674,1,EA,,N,0.0,,0,,Non-Stock Charges,MTRCC,*,CHARGES - INVOICE ONLY,MTRCC,272 COLOR COPIES @ 1.7096,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Invoice Only,0,1,1,0,465.01,0.0,,0,0.0,0.0,15,0.0,465.01,465.01,69.75,534.76,29:20.6
,,,Non-Core,Annuity,Non-Stock Charge,,,,,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,V4498803305,2020/06/30,429945,233690,1,1,,501050,501050,OXIROSTAX (PTY) LTD,T/A NASHUA WINELANDS,OXIROSTAX (PTY) LTD,P O BOX 988,,SOMERSET MALL,7137,Cash,0,,2020/06/30,501050,SHOPRITE CHECKERS (PTY) LTD,CHECKERS DE GRENDEL,,28,DURBANVILLE HILLS,DURBANVILLE,REF # 230407,VALB,REFER 230482 DUPLICATED,INVOICE DUPLICATED,,CSC,NASHUA WINELANDS,FRA,FRANCHISE,0,Business Accounts,422792,N,999,None,999_None,200,SERVICE,200,SERVICE,WILNA,0,793,7,,FRA,VAL BLACKMAN  021-207 0107,1,EA,,N,0.0,,0,,Non-Stock Charges,REPAIR,*,CHARGES - INVOICE ONLY,REPAIR,1hr Labour @ R200/hr Excl Vat,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Credit Note,0,-1,-1,0,200.0,0.0,,0,0.0,0.0,15,0.0,-200.0,-200.0,-30.0,-230.0,29:20.6
Business Infrastructure,Accessories,Accessories,Business Infrastructure,Hardware,MFP,Accessory,Colour,,,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,V7528500079,2020/06/17,429318,232900,1,3,S7214200099,999992,999992,TYG - WAREHOUSE ACCOUNT,,TYG - WAREHOUSE ACCOUNT,P O BOX 6238,,TYGERVALLEY,7536,Cash,0,Not Applicable,1900/01/01,999992,WALTS MALTING (PTY) LTD,,UNIT 32A MEGA PARK,,PETER BARLOW DR,BELLVILLE,COLL DOC 7146,CRAIGV,CANCELLED/SETTLED,MR BLK 220130 MR COL 57910,GOODS RETURNED,999,Unknown,INH,INHOUSE ACCOUNTS,6,Nashua In-House,7146,Y,4,WORKSHOP,004_WORKSHOP,900,WAREHOUSE,900,WAREHOUSE,CRAIGV,7146,7146,74,,INH,INHOUSE ACCOUNTS,1,EA,,Y,0.0,,0,,MFP,Accessory,CANF,MFP ACCESSORY NASHUA FAXUNIT,FAXOPTC400,FAX OPTION MPC300/400,Non,None,,,,Y,Sold,Blank,,0.0,CCPM4,Col Seg 4 (30-49),Goods Returned,-1,-1,-1,0,0.0,0.0,-1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,29:20.6
Smart Solutions,Smart Solutions,Surveilance,Smart Solutions,Hardware,Surveillance,,,,,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/05,428764,229353,2,2,D93221383,502181,502181,HAPPI SHOES COLLECTION,(PTY) LTD,HAPPI SHOES COLLECTION,22 STELLENBERG RD,,PAROW INDUSTRIA,7490,Select A Serial #,134167,,2020/05/29,502181,HAPPI SHOES COLLECTION,(PTY) LTD,,22,STELLENBERG RD,PAROW INDUSTRIA,HAPPI SHOES COLLECTIONS,MARGAUX,,,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,Y,1,MAIN W/H,001_MAIN W/H,159,FRANCK VAN DER WALT,160,SMART SOLUTIONS (SS01),MARGAUX,0,0,0,,3,JILLIAN @ 082 723 0674,1,EA,,N,,,0,,CCTV,Accessory,BANA,CCTV ACCESSORY NASHUA ANALOGUE,BRKLDA18G222,LCD MOUNT SWIVEL BRCKET,Non,None,,OCT,,Y,Sold,Blank,,0.0,,Blank,Dem Sale,1,1,1,0,0.0,284.29,1.0,0,0.0,0.0,15,284.29,0.0,-284.29,0.0,0.0,29:20.6
Business Infrastructure,Consumables,HP Contractual,Business Infrastructure,Annuity,Consumable,HP,Toner,Ink Cartridge,,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,CN94PJX0H7,2020/06/02,428686,232095,1,1,,500280,500280,ALOE JUNIOR H/SCHOOL,,ALOE JUNIOR H/SCHOOL,ALOE RD,LENTEGEUR,MITCHELL'S PLAIN,7789,Incl Cons Sale,134227,Truck,2020/06/02,500280,ALOE JUNIOR H/SCHOOL,,,,ALOE RD LENTEGEUR,MITCHELL'S PLAIN,MR SCHIPPERS,JUANITAMO,COMPS,,M/R BLK 8005 COL 14499,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,Y,5,CONSUMABLES,005_CONSUMABLES,200,SERVICE,200,SERVICE,JUANITAMO,0,0,0,,8,JILLIAN IVAN-NDO  082 723 0674,1,EA,,N,0.0,,0,,Consumables,Toner,ZTHI,CONSUMABLES HP INKJET PRINTER,F6T81AE,"INC-CN94PJX0H7,Yld7000",Non,None,,INC,,Y,Sold,Blank,,0.0,CONHPCT,Cons.HP Colour Toner,Incl Cons Sale,1,1,1,0,0.0,1517.74,1.0,0,0.0,0.0,15,1517.74,0.0,-1517.74,0.0,0.0,29:20.6
,,,Non-Core,Hardware,Non-Nashua,Machine,,,,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,X7E69X00350,2020/06/23,429681,228848,1,4,,500308,500308,LITTLEWOOD P/SCHOOL,,LITTLEWOOD P/SCHOOL,100 LOHENGRIN STR,,EASTRIDGE,7785,Select A Serial #,134469,,2020/06/17,500308,LITTLEWOOD P/SCHOOL,,,100,LOHENGRIN STR EASTRIDGE,MITCHELL'S PLAIN,LITTLEWOOD PRIMARY SCHOOL,MARGAUX,,,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,Y,1,MAIN W/H,001_MAIN W/H,166,LANDI REDELINGHUYS,160,SMART SOLUTIONS (SS01),MARGAUX,0,0,0,,3,JILLIAN @ 082 723 0674,1,EA,,Y,,,0,,Non_Nashua,Machine,OMOX,OTHER MACHINE NON-NASHUA ALL,EB-E001,EPSON XGA PROJECTOR EB-E001,Non,None,None,,,N,Sold,Blank,,0.0,,,Dem Sale,1,1,1,0,0.0,4895.0,1.0,0,0.0,0.0,15,4895.0,0.0,-4895.0,0.0,0.0,29:20.6
,,,Business Infrastructure,Annuity,Non-Stock Charge,,,,,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/22,429495,233021,1,2,,500065,500065,TYG - CASH SALES - STAFF,,TYG - CASH SALES - STAFF,P O BOX 6238,,TYGERVALLEY,7536,Cash,134549,Not Applicable,2020/06/22,500065,JODRIAN PETERSEN,JOE 021-937 8111,,08-Jun,HIGH STR ROSENPARK,TYGERVALLEY,JOE,MONICA,,,,999,Unknown,CSH,CASH SALE,0,Business Accounts,0,N,999,None,999_None,400,ADMINISTRATION,400,ADMIN,DAWOOD,0,0,0,,BUS,VAL BLACKMAN,1,EA,,N,,,0,,Non-Stock Charges,CENTS ADJ,*,CHARGES - INVOICE ONLY,CENTS ADJ,CENTS ADJUSTMENT,Non,None,,,,Y,Sold,Pgm Generated,,0.0,,Blank,Ship & Invoice,0,-1,-1,0,0.05,0.0,,0,0.0,0.0,0,0.0,-0.05,-0.05,0.0,-0.05,29:20.6
,,,Non-Core,Annuity,Non-Stock Charge,,,,,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,S7214300870,2020/06/18,429387,233003,1,2,,501388,501388,MACGREGOR FORSYTHE INTERIOR,DESIGN CC,MACGREGOR FORSYTHE INTERIOR,MERLOT HSE VINEYARDS OFF EST,99 JIP DE JAGER DR DE BRON,BELLVILLE,7530,Movement Docket,0,Not Applicable,2020/06/18,501388,MACGREGOR FORSYTHE INTERIOR,DESIGN CC,MERLOT HSE VINEYARDS OFF EST,99,JIP DE JAGER DR DE BRON,BELLVILLE,GAIL JOUBERT,NATEESHA,MOVED FROM BELLVILLE TO,WELGEMOED,MPC300 S7214300870,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,200,SERVICE,200,SERVICE,NATEESHA,0,1205,0,,3,JILLIAN @ 082 723 0674,1,EA,,N,0.0,,0,,Non-Stock Charges,MACMOVE,*,CHARGES - INVOICE ONLY,MACMOVE,IT SUPPORT,Non,None,,,,Y,Sold,Blank,,0.0,,Blank,Invoice Only,0,1,1,0,550.0,0.0,,0,0.0,0.0,15,0.0,550.0,550.0,82.5,632.5,29:20.6
Business Infrastructure,Consumables,Mono,Business Infrastructure,Annuity,Consumable,Other,Toner,,Mono,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,3089R710827,2020/06/08,428807,232288,1,4,,500350,500350,SAKH'IKHAYA SUPPLIERS CC,,SAKH'IKHAYA SUPPLIERS CC,P O BOX 919,,PAROW,7499,Incl Cons Sale,134305,Truck,2020/06/08,500350,SAKH'IKHAYA SUPPLIERS CC,,,6,JONES STR,PAROW,LINDIWE 0219306706,JUANITAMO,,,M/R BLK 10707 COL 29233,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,Y,5,CONSUMABLES,005_CONSUMABLES,200,SERVICE,200,SERVICE,JUANITAMO,0,0,0,,3,JILLIAN @ 082 723 0674,1,EA,,N,0.0,,0,,Consumables,Toner,ZTNM,CONSUMABLE TONER NASHUA MFP,TONIMC2500B,"TON-3089R710827,Yld16500",Non,None,,TON,,Y,Sold,GRNed,,0.0,BCON,B&W Consumables,Incl Cons Sale,1,1,1,0,0.0,935.0,1.0,0,0.0,0.0,15,935.0,0.0,-935.0,0.0,0.0,29:20.6
Business Infrastructure,Consumables,Mono,Business Infrastructure,Annuity,Consumable,Other,Toner,,Mono,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,3089R910881,2020/06/08,428777,232235,1,1,,0,0,AFMS GROUP(PTY)LTD,,AFMS GROUP(PTY)LTD,,HIGHLANDS DRIVE LENTEGEUR,LENTEGEUR,0,Incl Cons Sale,134292,Truck,2020/06/08,0,AFMS GROUP,,,,HIGHLANDS DRIVE LENTEGEUR,LENTEGEUR,Ishaam-0212035367,JUANITAMO,,,M/R BLK 11825 COL 9297,999,Unknown,999,Unknown,,,0,Y,5,CONSUMABLES,005_CONSUMABLES,200,SERVICE,200,SERVICE,JUANITAMO,0,0,0,,,,1,EA,,N,0.0,,0,,Consumables,Toner,ZTNM,CONSUMABLE TONER NASHUA MFP,TONIMC2500B,"TON-3089R910881,Yld16500",Non,None,,TON,,Y,Sold,Blank,,0.0,BCON,B&W Consumables,Incl Cons Sale,1,1,1,0,0.0,935.0,1.0,0,0.0,0.0,15,935.0,0.0,-935.0,0.0,0.0,29:20.6
Smart Solutions,Smart Solutions,Surveilance,Smart Solutions,Hardware,Surveillance,,,,,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/25,429756,233005,1,2,,501374,501374,GOREEFERS LOGISTICS (PTY) LTD,,GOREEFERS LOGISTICS (PTY) LTD,P O BOX 835,,CAPE GATE,7562,Cash,0,,2020/06/18,501374,GOREEFERS LOGISTICS (PTY) LTD,,,22,SACKS CIRCLE,BELLVILLE SOUTH,GOREEFERS LOGISTICS,JILLIAN,CUST MADE COD PURCHASES,THERMAL CAMERA + TRIPOD,INCORRECTLY INVOICED,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,426192,N,999,None,999_None,256,ANDRE COETZEE,160,SMART SOLUTIONS (SS01),WILNA,0,612,76,,3,JILLIAN @ 082 723 0674,1,EA,,N,0.0,,0,,CCTV,Accessory,BANA,CCTV ACCESSORY NASHUA ANALOGUE,DS-2907ZJ,HIK TRIPOD,Non,None,,OCT,,Y,Sold,Blank,,0.0,,Blank,Credit Note,0,-1,-1,0,0.0,0.0,0.0,0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,29:20.6
Business Infrastructure,Parts,Parts,Business Infrastructure,Annuity,Part,,,,,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/24,429707,233367,1,1,,70,900075,TYG - SPARES ACC TYG,,TYG - SPARES ACC TYG,P O BOX 6238,,TYGERVALLEY,7536,Service Desk,134584,Not Applicable,2020/06/24,70,TYG - SPARES JODRIAN PETERSEN,,,55,LONDON CIRCLE UNIT 2,BRACKENGATE BRACKENFELL,W3068500123,GLENDAJA,LACTALIS SA,INC1132690 / TASK0977323,,999,Unknown,INH,INHOUSE ACCOUNTS,6,Nashua In-House,0,Y,2,SPARES,002_SPARES,200,SERVICE,200,SERVICE,CHESLINM,0,0,0,,INH,INHOUSE ACCOUNTS,1,EA,,N,,,0,,Parts,Copiers,SC,NASHUA SPARES - COPIERS,AF1013DGK-CE,TALIMAGE GEAR SET,Non,None,BZ,PRT,,Y,Sold,Blank,,0.0,PART,Parts,Ship & Invoice,1,1,1,0,0.0,115.0,1.0,0,0.0,0.0,15,115.0,0.0,-115.0,0.0,0.0,29:20.6
Connectivity Infrastructure,PBX,PBX,Connectivity Infrastructure,Hardware,PBX,Accessory,,,,SellOut,TYG,NASHUA TYGERBERG,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/29,429831,232504,1,2,7ABCA001202,502082,502082,RED NEMESIS (PTY) LTD,,RED NEMESIS (PTY) LTD,4 KARIGA RD,,BELLVILLE,7535,Select A Serial #,134567,,2020/06/23,502082,RED NEMESIS (PTY) LTD,,,4,KARIGA STR,STIKLAND,RED NEMESIS (PTY) LTD,MARGAUX,,,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,Y,7,PABX TRADE IN,007_PABX TRADE IN,201,PABX SERVICE DIVISION,201,PABX SERVICE,MARGAUX,0,0,0,,3,JILLIAN @ 082 723 0674,1,EA,,N,,,0,,PABX,Accessory,TAP,PABX ACCESSORIES PANASONIC,KX-HDV230X-B,SIP H/SET MAIN LCD FLEXI KEYS,Non,None,,,,N,Sold,Blank,,0.0,,Blank,Dem Sale,1,1,1,0,0.0,780.3,1.0,0,0.0,0.0,15,780.3,0.0,-780.3,0.0,0.0,29:20.6
