BudgetLOB,BudgetGroup,BudgetLine,d1,d2,d3,d4,d5,d6,d7,Status,FranchiseNo,FranchiseName,FinancialYear,FinancialMonth,CalendarYear,CalendarMonth,CalendarPeriod,CalendarStartDate,CalendarEndDate,MACH_SERIAL_No,InvoiceDate,InvoiceNo,InvoiceOrderNo,InvoiceVersionNo,InvoiceLineNo,AttachedToSerialNo,CustomerAccount,CustomerBillAccount,CustomerName,BillTitle,BillToCustomer,BillAddress1,BillAddress2,BillAddress3,PostCode,TypeOfSale,PickingNo,DeliveryMode,ShipDate,ShipAccNo,ShipName,ShipTitle,ShipBuilding,ShipStreetNo,ShipStreetName,ShipSuburb,CustomerOrderRef,UserID,Comment1,Comment2,Comment3,ProfitGroup,ProfitGroupDescription,ProfitCentre,ProfitCentreDescription,CustomerCategory,CustomerPurchaseHold,ApplyTo,StockItem,WarehouseCode,WarehouseDescription,Warehouse,SalesmanCode,SalesmanName,DepartmentCode,DepartmentName,ReleasedBy,GRNNo,ManualRefNo,ReasonCode,ReasonCodeDescription,CreditController,CreditControllerName,Branch,UnitOfMeasure,Chargable,Serialized,InsComm,EngineerCode,EngineerNo,EngineerName,Content,ContentSubType,ProductType,ProductTypeDescription,ProductCode,ProductCodeDescription,ProductCategory,ProductCategoryDescription,ProductRank,ProductSubtype,ProductSupplier,NashuaProd,MachineStatus,MachineCondition,TradeInSerialNo,SettlementValue,Segment,SegmentDescription,InvoiceType,StockQuantitiesIssued,QTYOrdered,QTYPicked,QtyBackOrder,UnitPrice,UnitCost,QTY,DiscAccountNo,DiscPcnt,DiscountValue,TaxPercentage,CostPrice,SellingPrice,Margin,TaxValue,LineTotal,Rundate
Business Infrastructure,Consumables,Mono,Business Infrastructure,Annuity,Consumable,Other,Toner,,Mono,SellOut,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,W882JB00071,2020/06/04,576136,985760,1,1,,5875,5875,LAERSKOOL DENNESIG,,LAERSKOOL DENNESIG,P O BOX 263,,MIDDELBURG MPUMALANGA,1050,Incl Cons Sale,543892,Truck,2020-06-04,5875,LAERSKOOL DENNESIG,,PRINTROOM,2,SWART STR,MIDDELBURG MPUMALANGA,DORET 083 287 5027,YOLANDI,TONER FOR W882JB00071 MP9002,DELIVER,M/R BLK 552590,999,Unknown,SPE,SPECIAL ACCOUNTS,1,Nashua Debtors,0,Y,1,MAIN W/H MID,001_MAIN W/H MID,850,INCLUSIVE COPIERS N/C,450,INCLUSIVE COPIERS,EDITHM,0,0,0,,4,KERISHNIE SILAS - 013 249 8834,1,EA,,N,0.0,,0,,Consumables,Toner,ZTNM,CONSUMABLE TONER NASHUA MFP,T6210D,"TON-W882JB00071,Yld43000",COP,COPIERS,,TON,,Y,Sold,Blank,,0.0,BCON,B&W Consumables,Incl Cons Sale,1,1,1,0,0.0,1665.0,1.0,0,0.0,0.0,15,1665.0,0.0,-1665.0,0.0,0.0,16:10.6
Business Infrastructure,Accessories,Accessories,Business Infrastructure,Hardware,MFP,Accessory,Mono,,,SellOut,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,E524QC10380,2020/06/23,577012,987129,1,3,E335M220158,619,30786,QUINCE CAPITAL (PTY) LTD,NASHUA FINANCE,QUINCE CAPITAL (PTY) LTD,P O BOX 1405,,MIDDELBURG MPUMALANGA,1050,Rental,0,,1900-01-01,619,SUNBEAMS NURSERY SCHOOL,,,2,PLEIN STR,MIDDELBURG MPUMALANGA,SUNBEAMS NURSERY SCHOOL,TRUDIEP,,,,999,Unknown,BNK,DISCOUNTING BANKS,N,Quince Capital,0,Y,12,INHOUSE REFURB,012_INHOUSE REFURB,3,TANYA DU PLOOY,100,MACHINE SALES,TRUDIEP,0,0,0,,BNK,BANK ACCOUNTS,1,EA,,Y,0.0,,0,,MFP,Accessory,CANO,MFP ACCESSORY NASHUA OTHER,ARDF2020,ARDF TYPE DF2020 MP2001/2501,104,COPIER ACCESSORIES,A,,,Y,Sold,Blank,,0.0,KCPM2,BW Segment 2(20-39),Manual Invoice,1,1,1,0,0.0,0.01,1.0,30786,0.0,0.0,15,0.01,0.0,-0.01,0.0,0.0,16:10.6
Business Infrastructure,Consumables,Mono,Business Infrastructure,Annuity,Consumable,Other,Toner,,Mono,SellOut,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,G165PC00266,2020/06/09,576282,985992,1,1,,6961,6961,MANYANO PRIMARY SCHOOL,,MANYANO PRIMARY SCHOOL,P O BOX 2070,,MIDDELBURG MPUMALANGA,1050,Incl Cons Sale,544028,Collect,2020-06-09,6961,MANYANO PRIMARY SCHOOL,,,2002,MALEMA STREET,MHLUZI,ZODWA 0132421119,YOLANDI,TONER FOR G165PC00266   MP3554,LEGODI TO DELIVER,M/R BLK 879648,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,Y,1,MAIN W/H MID,001_MAIN W/H MID,850,INCLUSIVE COPIERS N/C,450,INCLUSIVE COPIERS,YOLANDI,0,0,0,,4,KERISHNIE SILAS - 013 249 8834,1,EA,,N,0.0,,0,,Consumables,Toner,ZTNM,CONSUMABLE TONER NASHUA MFP,TONMP3554BL,"TON-G165PC00266,Yld24000",Non,None,,TON,,Y,Sold,Blank,,0.0,BCON,B&W Consumables,Incl Cons Sale,1,1,1,0,0.0,1444.0,1.0,0,0.0,0.0,15,1444.0,0.0,-1444.0,0.0,0.0,16:10.6
Business Infrastructure,Consumables,Colour,Business Infrastructure,Annuity,Consumable,Other,Toner,,Colour,SellOut,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,G476M730889,2020/06/04,576120,985369,2,4,,7760,7760,TIAN KRUGER BOERDERY (PTY) LTD,,TIAN KRUGER BOERDERY (PTY) LTD,P.O. BOX 587,,MARBLE HALL,450,Incl Cons Sale,543877,Truck,2020-06-04,7760,TIAN KRUGER BOERDERY (PTY) LTD,,,D201,VAALFONTEIN,GROBLERSDAL,GEAN 013 5906632,YOLANDI,TONER FOR G476M730889 MPC2011,DELIVER,M/R BLK 130818 COL 28096,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,Y,1,MAIN W/H MID,001_MAIN W/H MID,850,INCLUSIVE COPIERS N/C,450,INCLUSIVE COPIERS,EDITHM,0,0,0,,4,KERISHNIE SILAS - 013 249 8834,1,EA,,N,0.0,,0,,Consumables,Toner,ZTNM,CONSUMABLE TONER NASHUA MFP,TONMPC2503C,"TCC-G476M730889,Yld9500",COP,COPIERS,,TCC,,Y,Sold,Blank,,0.0,CCON,Colour Consumables,Incl Cons Sale,1,1,1,0,0.0,1655.0,1.0,0,0.0,0.0,15,1655.0,0.0,-1655.0,0.0,0.0,16:10.6
Business Infrastructure,Consumables,Mono,Business Infrastructure,Annuity,Consumable,Other,Toner,,Mono,SellOut,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,G477M130554,2020/06/09,576275,986132,1,1,,7791,7791,SG COAL (PTY) LTD,,SG COAL (PTY) LTD,P.O. BOX 2700,,MIDDELBURG MPUMALANGA,1050,Incl Cons Sale,544018,Truck,2020-06-09,7791,SG COAL (PTY) LTD,,SAFETY,8,HECTAR STREET,MIDDELBURG MPUMALANGA,JAQUES,YOLANDI,TONER FOR G477M130554 MPC2011,DELIVER,M/R BLK 113176 COL 368906,999,Unknown,SPE,SPECIAL ACCOUNTS,1,Nashua Debtors,0,Y,1,MAIN W/H MID,001_MAIN W/H MID,850,INCLUSIVE COPIERS N/C,450,INCLUSIVE COPIERS,KERISHNIE,0,0,0,,4,KERISHNIE SILAS - 013 249 8834,1,EA,,N,0.0,,0,,Consumables,Toner,ZTNM,CONSUMABLE TONER NASHUA MFP,TONMPC2503B,"TON-G477M130554,Yld15000",COP,COPIERS,,TON,,Y,Sold,GRNed,,0.0,BCON,B&W Consumables,Incl Cons Sale,1,1,1,0,0.0,898.0,1.0,0,0.0,0.0,15,898.0,0.0,-898.0,0.0,0.0,16:10.6
,,,Non-Core,Hardware,Cellular,,,,,SellOut,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,8.937E+19,2020/06/24,577076,987193,1,1,3.56007E+14,7477,7477,NASHUA CELLULAR MIDDELBURG,TRENDITRADE 21 (PTY) LTD,NASHUA CELLULAR MIDDELBURG,P O BOX 1405,,MIDDELBURG MPUMALANGA,1050,Select A Serial #,544478,Collect,2020-06-24,7477,GENET MINING,TRENDITRADE 21 (PTY) LTD,,,8 DOLERITE STREET,MIDDELBURG MPUMALANGA,IN5969T001002288,WIHANO,WIHAN TO DELIVER,,,999,Unknown,DIR,DIRECT ACCOUNTS,0,Business Accounts,0,Y,13,CELLULAR,013_CELLULAR,505,WIHAN OBERHOLZER,500,CELLULAR SALES - GROWTH,WIHANO,0,0,0,,NAS,NET ACCOUNTS,1,EA,,Y,,,0,,Cellular,Accessory,XAOX,CELLULAR ACCESS NON-NASHUA ALL,103004940,Trio Contract SIM,Non,None,None,,,N,Sold,Blank,,0.0,,,Ship & Invoice,1,1,1,0,0.0,0.01,1.0,0,0.0,0.0,15,0.01,0.0,-0.01,0.0,0.0,16:10.6
,,,Non-Core,Hardware,Cellular,,,,,SellOut,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,8.937E+19,2020/06/03,576036,985692,1,1,,7477,7477,NASHUA CELLULAR MIDDELBURG,TRENDITRADE 21 (PTY) LTD,NASHUA CELLULAR MIDDELBURG,P O BOX 1405,,MIDDELBURG MPUMALANGA,1050,Select A Serial #,543808,Collect,2020-06-03,7477,PENEUL NATHI,TRENDITRADE 21 (PTY) LTD,,,8 DOLERITE STREET,MIDDELBURG MPUMALANGA,IN5969T001002270,WIHANO,WIHAN TO DELIVER,,,999,Unknown,DIR,DIRECT ACCOUNTS,0,Business Accounts,0,Y,13,CELLULAR,013_CELLULAR,505,WIHAN OBERHOLZER,500,CELLULAR SALES - GROWTH,WIHANO,0,0,0,,NAS,NET ACCOUNTS,1,EA,,Y,,,0,,Cellular,Accessory,XAOX,CELLULAR ACCESS NON-NASHUA ALL,103004940,Trio Contract SIM,Non,None,None,,,N,Sold,Blank,,0.0,,,Ship & Invoice,1,1,1,0,0.0,0.01,1.0,0,0.0,0.0,15,0.01,0.0,-0.01,0.0,0.0,16:10.6
Business Infrastructure,MFP,Colour,Business Infrastructure,Hardware,MFP,Machine,Colour,,,SellOut,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,E204R360293,2020/06/25,579717,987503,1,1,,1866,1866,NET - WRITE OFF STOCK,,NET - WRITE OFF STOCK,NASHUA MPUMALANGA,,MIDDELBURG MPUMALANGA,1050,Select A Serial #,544590,Not Applicable,2020-06-25,1866,NET - WRITE OFF STOCK,,,14,S A D C STR,MIDDELBURG MPUMALANGA,E204R360293,CECILIAV,,,,999,Unknown,W/O,WRITE OFF,6,Nashua In-House,0,Y,3,TRADE IN,003_TRADE IN,600,ADMIN,600,ADMIN,CECILIAV,0,0,0,,INH,INHOUSE ACCOUNTS,1,EA,,Y,300.0,,0,,MFP,Machine,CMND,MFP MACHINE NASHUA DIGITAL,MPC2003SP,20PPM MFP COLOUR A3,Non,None,,PRT,,Y,Sold,Blank,,0.0,CCPM3,Col Seg 3 2(20-29),Ship & Invoice,1,1,1,0,0.0,0.01,1.0,0,0.0,0.0,15,0.01,0.0,-0.01,0.0,0.0,16:10.6
ISP Services,ISP Services,PCs and Servers,ISP Services,Hardware,PC,Accessory,,,,SellOut,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,M20191016055,2020/06/12,576488,981880,1,16,AL19086212RM00B4LG,8269,30786,QUINCE CAPITAL (PTY) LTD,NASHUA FINANCE,QUINCE CAPITAL (PTY) LTD,P O BOX 1405,,MIDDELBURG MPUMALANGA,1050,Rental,542305,,2020-03-25,8269,SALARIA (PTY) LTD,,MIDLANDS OFFICE PARK,2,WALTER SISULU STREET,MIDDELBURG MPUMALANGA,SALARIA (PTY) LTD,NOLENEK,,,,999,Unknown,BNK,DISCOUNTING BANKS,N,Quince Capital,0,Y,18,IT / COMPUTERS,018_IT / COMPUTERS,93,DAWID WESTERMANN,200,COMPUTER SALES,TRUDIEP,0,0,0,,BNK,BANK ACCOUNTS,1,EA,,Y,,,0,,PC,Accessory,PAOX,PC ACCESSORY NON-NASHUA ALL,P006-Z,POWER RAIL 6WAY 16A 19 R/MOUNT,Non,None,,,,Y,Sold,Blank,,0.0,COMP,Computers,Dem Sale,1,1,1,0,0.0,395.0,1.0,30786,0.0,0.0,15,395.0,0.0,-395.0,0.0,0.0,16:10.6
Business Infrastructure,Consumables,Mono,Business Infrastructure,Annuity,Consumable,Other,Toner,,Mono,SellOut,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/24,577084,987209,1,2,,7202,3566,NET - SPARES FIELD BILL ACC,,NET - SPARES FIELD BILL ACC,NASHUA MPUMALANGA,,MIDDELBURG MPUMALANGA,1050,Service Desk,544485,Collect,2020-06-24,7202,DUMISANI N MASEKO,,,6086,NJONJELA STREET,MHLUZI,SD DAILY ORDER,CLAUDIAB,DAILY ORDER,SERVICE NOW,BSTREP0017745,999,Unknown,INH,INHOUSE,6,Nashua In-House,0,Y,22,BOOTSTOCK,022_BOOTSTOCK,580,BOOTSTOCK TRANSFERS,610,INHOUSE ONSITE WAREHOUSES,CLAUDIAB,0,0,0,,INH,INHOUSE ACCOUNTS,1,EA,,N,,NEW,9,DUMISANI MASEKO,Consumables,Toner,ZTNM,CONSUMABLE TONER NASHUA MFP,T1270D,1270D BLK TON - MP161/MP201,COP,COPIERS,,TON,,Y,Sold,Blank,,0.0,BCON,B&W Consumables,Ship & Invoice,1,1,1,0,0.0,426.0,1.0,0,0.0,0.0,15,426.0,0.0,-426.0,0.0,0.0,16:10.6
,,,Non-Core,Annuity,Non-Stock Charge,,,,,SellOut,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,CN93BJY0CP,2020/06/12,576482,986373,1,5,,7508,7508,MIDDELVELD TREKKERS & IMPLIMEN,,MIDDELVELD TREKKERS & IMPLIMEN,SUITE MW792,P/BAG X1838,MIDDELBURG MPUMALANGA,1050,Incl Cons Sale,544163,Truck,2020-06-12,7508,MIDDELVELD TREKKERS & IMPLIMEN,,,243,COWEN NTULI STR,MIDDELBURG MPUMALANGA,MONICA 013 282 7381,YOLANDI,TONER FOR CN93BJY0CP J9V82,DELIVER,M/R BLK 1276 COL 2102,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,1,MAIN W/H MID,001_MAIN W/H MID,850,INCLUSIVE COPIERS N/C,450,INCLUSIVE COPIERS,YOLANDI,0,0,0,,4,KERISHNIE SILAS - 013 249 8834,1,EA,,N,0.0,,0,,Non-Stock Charges,DELIVERY CHG,*,CHARGES,DELIVERY CHG,Delivery Charge,Non,None,,,,Y,Sold,Incl Cons-Not Yield Based,CN93BJY0CP,0.0,CHRG,Chargables,Incl Cons Sale,0,1,1,0,65.0,0.0,,0,0.0,0.0,15,0.0,65.0,65.0,9.75,74.75,16:10.6
Connectivity Infrastructure,PBX,PBX,Connectivity Infrastructure,Hardware,PBX,Accessory,,,,SellOut,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/26,579773,986087,1,2,0BACK006993,8249,8249,CAMBRIDGE ACADEMY WITBANK NPC,,CAMBRIDGE ACADEMY WITBANK NPC,P.O. BOX 20104,DEL JUDOR EXT 4,EMALAHLENI - MPUMALANGA,1035,Cash,543992,,2020-06-09,8249,CAMBRIDGE ACADEMY WITBANK NPC,,,,BETSIE STR  DEL JUDOR X 4,EMALAHLENI - MPUMALANGA,SERIAL SWOP,NOLENEK,,,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,Y,23,PABX,023_PABX,492,CHARLES HAMILTON,404,SERVICE PABX,TRUDIEP,0,0,0,,2,ODETTE BEKKER 073 717 0996,1,EA,,N,,,0,,PABX,Accessory,TAP,PABX ACCESSORIES PANASONIC,KX-HT82470X,HTS EXPANSION OP FOR 8SLT,Non,None,,,,N,Sold,Blank,,0.0,,Blank,Dem Sale,1,1,1,0,3294.0,2435.0,1.0,0,0.0,0.0,15,2435.0,3294.0,859.0,494.1,3788.1,16:10.6
Business Infrastructure,Accessories,Accessories,Business Infrastructure,Hardware,MFP,Accessory,Mono,,,SellOut,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,W926P900652,2020/06/25,579705,987489,1,2,W906PA00056,1866,1866,NET - WRITE OFF STOCK,,NET - WRITE OFF STOCK,NASHUA MPUMALANGA,,MIDDELBURG MPUMALANGA,1050,Select A Serial #,544578,Not Applicable,2020-06-25,1866,NET - WRITE OFF STOCK,,,14,S A D C STR,MIDDELBURG MPUMALANGA,W906PA00056,CECILIAV,,,,999,Unknown,W/O,WRITE OFF,6,Nashua In-House,0,Y,3,TRADE IN,003_TRADE IN,600,ADMIN,600,ADMIN,CECILIAV,0,0,0,,INH,INHOUSE ACCOUNTS,1,EA,,Y,34.0,,0,,MFP,Accessory,CANO,MFP ACCESSORY NASHUA OTHER,ARDF1030,ARDF TYPE1030 FOR MP301SP,CAS,COPIER ACCESSORY SAMSUNG,,,,Y,Sold,Blank,,0.0,KCPM2,BW Segment 2(20-39),Ship & Invoice,1,1,1,0,0.0,0.01,1.0,0,0.0,0.0,15,0.01,0.0,-0.01,0.0,0.0,16:10.6
,,,Business Infrastructure,Annuity,Copy Charges,,,,,SellOut,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,G477M930438,2020/06/23,577011,987114,1,1,,31022,31022,HENDRIK SCHOEMAN BOERDERY (PTY,,HENDRIK SCHOEMAN BOERDERY (PTY,P O BOX 3,,MARBLE HALL,450,Cash,0,,2020-05-21,31022,HENDRIK SCHOEMAN BOERDERY (PTY,,,,MOOSRIVIER,MARBLE HALL,INCORRECTLY INVOICED,KERISHNIE,REF TO RE-INV 577088/987088,B/W COPIES NOT INVOICED,ON INV 575127,40,DEBTORS CORRESPONDENCE,MAJ,MAJOR ACCOUNTS,1,Nashua Debtors,575127,N,999,None,999_None,400,SERVICE - COPIERS,400,SERVICE COPIERS,CECILIAV,0,31022,36,,2,ODETTE BEKKER 073 717 0996,1,EA,,N,0.0,,0,,Non-Stock Charges,MTRCC,*,CHARGES,MTRCC,3112 Copies made @1.6400,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Credit Note,0,-1,-1,0,5103.68,0.0,,0,0.0,0.0,15,0.0,-5103.68,-5103.68,-765.55,-5869.23,16:10.6
,,,Business Infrastructure,Annuity,Copy Charges,,,,,SellOut,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,W3028716868,2020/06/11,576390,986309,1,1,,7990,7990,GENIA VAN WYNGAARDT,,GENIA VAN WYNGAARDT,P.O. BOX 674,,MIDDELBURG MPUMALANGA,1050,Cash,0,Not Applicable,1900-01-01,7990,WE TALK PROPERTIES,,,17,JOHN MAGAGULA STREET,MIDDELBURG MPUMALANGA,FINAL METER READING,EMSIE,START M/R B135201,FINAL M/R B136851,REF#10697 MP201SPF,40,DEBTORS CORRESPONDENCE,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,400,SERVICE - COPIERS,400,SERVICE COPIERS,EMSIE,0,0,0,,2,ODETTE BEKKER 073 717 0996,1,EA,,N,0.0,,0,,Non-Stock Charges,MTRCC,*,CHARGES,MTRCC,1650 B Copies@.1518,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Invoice Only,0,1,1,0,250.47,0.0,,0,0.0,0.0,15,0.0,250.47,250.47,37.57,288.04,16:10.6
,,,Business Infrastructure,Annuity,Copy Charges,,,,,SellOut,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,W3049604736,2020/06/10,576382,986289,1,1,,7532,7532,DU TOIT ZOE 8 (PTY) LTD,WHITE HEAT TRADING (PTY) LTD,DU TOIT ZOE 8 (PTY) LTD,2010/002319/07,P/BAG X251875,MIDDELBURG MPUMALANGA,1050,Cash,0,Not Applicable,1900-01-01,7532,WHITE HEAT TRADING (PTY) LTD,,RUNNING BRAVE SPUR,,PERRYS BRIDGE TRADING POST,HAZYVIEW,FINAL METER READING,EMSIE,START M/R B137376,FINAL M/R B139125,REF#10510 MP201SPFGY,40,DEBTORS CORRESPONDENCE,SPE,SPECIAL ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,400,SERVICE - COPIERS,400,SERVICE COPIERS,EMSIE,0,0,0,,2,ODETTE BEKKER 073 717 0996,1,EA,,N,0.0,,0,,Non-Stock Charges,MTRCC,*,CHARGES,MTRCC,1749 B Copies@.1167,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Invoice Only,0,1,1,0,204.11,0.0,,0,0.0,0.0,15,0.0,204.11,204.11,30.62,234.73,16:10.6
Business Infrastructure,Consumables,Colour,Business Infrastructure,Annuity,Consumable,Other,Toner,,Colour,SellOut,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,E206R461059,2020/06/18,576699,986697,1,1,,6668,6668,NDLOVU MEDICAL TRUST,,NDLOVU MEDICAL TRUST,P O BOX 14,,GROBLERSDAL,470,Incl Cons Sale,544351,Truck,2020-06-18,6668,NDLOVU MEDICAL TRUST,,,22,WITSTINKHOUT STREET,GROBLERSDAL,CIRSTEN 013 262 9000,YOLANDI,TONER FOR E206R461059 MPC2003,DELIVER,M/R BLK 87357 COL 39536,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,Y,1,MAIN W/H MID,001_MAIN W/H MID,850,INCLUSIVE COPIERS N/C,450,INCLUSIVE COPIERS,KERISHNIE,0,0,0,,4,KERISHNIE SILAS - 013 249 8834,1,EA,,N,0.0,,0,,Consumables,Toner,ZTNM,CONSUMABLE TONER NASHUA MFP,TONMPC2503Y,"TCY-E206R461059,Yld9500",COP,COPIERS,,TCY,,Y,Sold,Blank,,0.0,CCON,Colour Consumables,Incl Cons Sale,1,1,1,0,0.0,1655.0,1.0,0,0.0,0.0,15,1655.0,0.0,-1655.0,0.0,0.0,16:10.6
,,,Non-Core,Annuity,Non-Stock Charge,,,,,SellOut,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/26,579828,987664,1,1,,6413,6413,MINERAL MINING TRAINING INSTIT,,MINERAL MINING TRAINING INSTIT,P.O. BOX 438,CHRISSIESFONTEIN,MEYERTON,1960,Cash,0,Not Applicable,2020-06-26,6413,MMTI MIDDELBURG,,,3A,SLEGKAMP STR,MIDDELBURG MPUMALANGA,INTEREST,NETPROCESS,Interest Charged at 24.00%,,,999,Unknown,SPE,SPECIAL ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,600,ADMIN,600,ADMIN,,0,0,0,,3,SLOW PAYER,1,EA,,N,0.0,,0,,Non-Stock Charges,INTEREST,*,CHARGES,INTEREST,Refer Invoice # 548521,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Invoice Only,0,1,1,0,23.39,0.0,,0,0.0,0.0,0,0.0,23.39,23.39,0.0,23.39,16:10.6
Connectivity Infrastructure,PBX,PBX,Connectivity Infrastructure,Hardware,PBX,Accessory,,,,SellOut,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,664741094,2020/06/05,576167,985935,1,1,,7969,7969,MMUTLE MINING PROJECTS (PTY)LT,,MMUTLE MINING PROJECTS (PTY)LT,SHOP 2A CORRIDOR HILL CROSSING,LANGA CRESCENT,EMALAHLENI - MPUMALANGA,1035,Cash,0,,1900-01-01,7969,MMUTLE MINING PROJECTS (PTY)LT,,SHOP 2A CORRIDOR HILL CROSSING,,LANGA CRESCENT,EMALAHLENI - MPUMALANGA,10719,NOLENEK,GRN - SIM SWOP,TO BE SCRAPPED,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,10719,Y,3,TRADE IN,003_TRADE IN,700,CONTRACTS,700,CONTRACTS,NOLENEK,10719,10719,98,,4,KERISHNIE SILAS - 013 249 8834,1,EA,,Y,0.0,,0,,PABX,Accessory,TAO,PABX ACCESSORIES - OTHER,10227,SIM CARDS INTERNET,OTH,OTHER MACHINES,None,,,N,Sold,Blank,,0.0,,,Goods Returned,-1,-1,-1,0,0.0,0.01,-1.0,0,0.0,0.0,15,-0.01,0.0,0.01,0.0,0.0,16:10.6
Connectivity Infrastructure,PBX,PBX,Connectivity Infrastructure,Hardware,PBX,Accessory,,,,SellOut,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,729949586,2020/06/10,576366,986243,1,1,,5875,5875,LAERSKOOL DENNESIG,,LAERSKOOL DENNESIG,P O BOX 263,,MIDDELBURG MPUMALANGA,1050,Cash,0,,1900-01-01,5875,LAERSKOOL DENNESIG,,,2,SWART STR,MIDDELBURG MPUMALANGA,10726,NOLENEK,GRN - SIM SWOP,TO BE SCRAPPED,,999,Unknown,SPE,SPECIAL ACCOUNTS,1,Nashua Debtors,10726,Y,3,TRADE IN,003_TRADE IN,700,CONTRACTS,700,CONTRACTS,NOLENEK,10726,10726,98,,4,KERISHNIE SILAS - 013 249 8834,1,EA,,Y,0.0,,0,,PABX,Accessory,TAO,PABX ACCESSORIES - OTHER,10227,SIM CARDS INTERNET,OTH,OTHER MACHINES,None,,,N,Sold,Blank,,0.0,,,Goods Returned,-1,-1,-1,0,0.0,0.01,-1.0,0,0.0,0.0,15,-0.01,0.0,0.01,0.0,0.0,16:10.6
Connectivity Infrastructure,PBX,PBX,Connectivity Infrastructure,Hardware,PBX,Accessory,,,,SellOut,NET,NASHUA MPUMALANGA,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,9.6E+12,2020/06/05,576154,985903,1,2,7KBTG003220,7969,7969,MMUTLE MINING PROJECTS (PTY)LT,,MMUTLE MINING PROJECTS (PTY)LT,SHOP 2A CORRIDOR HILL CROSSING,LANGA CRESCENT,EMALAHLENI - MPUMALANGA,1035,Select A Serial #,543917,Truck,2020-06-05,7969,MMUTLE MINING PROJECTS (PTY)LT,,SHOP 2A CORRIDOR HILL CROSSING,,LANGA CRESCENT,EMALAHLENI - MPUMALANGA,SIM SWOP,NOLENEK,SIM SWOP WITH #09600000273568,JOHN 0135910055,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,Y,24,VOIP,024_VOIP,342,SERIAL # SWOP,507,VOIP SALES - GROWTH,NOLENEK,0,0,0,,4,KERISHNIE SILAS - 013 249 8834,1,EA,,Y,,,0,,PABX,Accessory,TAO,PABX ACCESSORIES - OTHER,10227,SIM CARDS INTERNET,OTH,OTHER MACHINES,None,,,N,Sold,Blank,,0.0,,,Ship & Invoice,1,1,1,0,0.0,0.01,1.0,0,0.0,0.0,15,0.01,0.0,-0.01,0.0,0.0,16:10.6
